Channel 0,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,actionCategry
932,375,196,512,488,109,97,252,3
826,327,206,543,447,109,110,268,3
746,353,202,576,522,129,121,261,3
745,306,197,571,511,130,115,242,3
865,459,206,630,496,125,109,236,3
973,503,225,555,460,122,114,286,3
993,505,218,505,468,122,115,301,3
1004,507,231,503,433,96,103,304,3
1030,511,234,582,444,95,101,304,3
917,414,228,540,443,96,100,297,3
890,360,201,612,443,96,88,258,3
876,343,212,650,460,111,72,266,3
899,340,219,586,393,97,68,255,3
902,414,209,522,360,94,68,257,3
888,385,219,658,402,105,80,264,3
833,376,212,600,431,119,80,251,3
879,436,208,565,412,110,83,214,3
841,435,195,581,433,110,87,250,3
828,360,214,573,479,119,92,257,3
865,371,201,438,413,114,95,259,3
913,396,192,440,363,103,122,303,3
869,324,188,440,411,108,120,294,3
852,314,217,511,494,121,117,286,3
842,311,200,494,455,113,110,272,3
885,314,199,452,483,122,117,359,3
779,336,189,474,592,139,92,327,3
767,348,199,478,576,137,88,342,3
838,346,210,538,544,147,92,334,3
890,346,226,631,545,158,108,398,3
799,309,224,636,562,148,87,322,3
793,290,225,577,502,148,89,304,3
819,338,213,610,478,144,94,303,3
857,355,183,592,465,129,102,334,3
828,377,159,514,462,120,99,281,3
833,384,152,555,446,120,99,277,3
895,418,164,655,484,128,109,308,3
862,395,165,637,483,127,108,293,3
763,389,153,564,472,131,105,261,3
726,377,173,656,468,130,93,252,3
799,443,177,634,492,139,97,264,3
824,422,163,546,395,107,87,256,3
858,470,160,530,432,109,89,273,3
894,481,189,571,397,96,84,278,3
944,507,203,562,451,108,98,367,3
993,450,210,646,516,159,100,400,3
920,421,220,682,526,163,98,398,3
935,392,221,690,522,165,91,403,3
899,407,196,706,642,193,88,396,3
963,386,179,645,617,192,68,314,3
874,385,203,647,606,161,62,268,3
911,405,229,610,611,171,82,303,3
885,375,228,602,598,172,86,317,3
845,356,228,598,566,151,86,311,3
735,352,218,626,631,166,87,304,3
694,371,191,555,587,149,85,288,3
793,354,167,618,626,142,65,243,2
869,349,172,627,627,146,63,227,2
885,314,177,563,621,166,64,215,2
845,341,185,544,581,155,68,202,2
904,349,193,545,537,161,79,252,2
898,361,183,469,479,158,78,254,2
850,397,183,440,516,153,85,262,2
829,422,185,447,429,120,79,258,2
864,434,192,490,404,117,78,279,2
936,474,206,449,392,104,68,265,2
926,457,200,431,402,102,70,270,2
912,472,207,456,499,116,59,255,2
939,448,199,420,492,116,59,268,2
971,430,177,282,454,100,57,266,2
865,392,144,266,463,101,54,255,2
740,384,137,264,440,102,77,264,2
653,310,112,201,232,76,91,294,2
593,298,110,183,209,66,132,357,2
453,234,105,151,195,67,133,352,2
367,162,92,124,149,65,133,340,2
400,167,88,108,136,52,123,341,2
407,233,83,95,123,51,136,393,2
386,258,50,89,92,41,109,356,2
384,263,59,150,144,48,106,346,2
363,258,63,133,133,46,108,350,2
257,246,58,134,136,50,111,337,2
232,171,54,135,136,50,79,210,2
249,129,52,133,136,62,65,154,2
227,113,43,89,92,59,62,149,2
236,110,39,98,114,69,60,146,2
232,101,41,94,113,67,61,152,2
205,72,41,91,117,67,62,153,2
199,82,37,91,116,57,60,152,2
264,108,36,63,101,55,61,153,2
260,120,38,46,80,42,60,138,2
305,128,45,90,115,42,37,80,2
314,133,45,95,114,41,34,69,2
282,169,44,96,114,41,36,61,2
239,163,41,95,112,50,36,70,2
252,168,43,98,122,50,32,68,2
202,168,36,64,89,48,32,67,2
328,193,35,66,83,48,31,67,2
339,163,35,64,77,48,32,70,2
335,154,36,60,77,43,30,58,2
329,152,34,56,55,39,31,54,2
331,195,31,50,54,40,32,58,2
257,169,42,58,55,40,32,64,2
272,201,49,100,52,54,34,64,2
349,218,57,105,57,47,33,66,2
369,211,55,104,59,48,33,64,2
370,170,55,106,52,47,32,67,2
328,169,52,98,49,47,32,58,2
349,129,48,64,104,32,28,62,2
357,240,42,86,109,37,31,71,2
356,242,45,90,109,39,33,74,2
359,248,46,89,110,42,35,66,2
364,250,42,90,111,42,35,66,2
334,247,39,89,64,42,36,58,2
222,117,32,61,49,35,34,43,2
184,113,31,54,53,35,30,41,2
168,101,32,63,55,32,28,44,2
158,94,32,61,57,32,27,48,2
138,104,32,52,55,29,24,47,2
141,122,34,50,57,33,26,48,2
217,166,35,50,50,32,25,50,2
224,172,33,36,51,34,25,54,2
230,178,35,37,51,36,25,50,2
230,169,33,38,49,36,24,54,2
261,169,34,38,47,33,23,53,2
285,128,32,40,46,32,26,50,2
300,148,33,40,73,34,26,46,2
299,140,32,42,78,34,26,49,2
330,150,34,42,82,38,28,52,2
307,131,32,48,83,37,28,51,2
240,273,33,47,85,39,31,55,2
247,267,33,50,69,35,30,58,2
283,273,33,47,62,31,32,56,2
253,273,32,45,57,24,32,53,2
269,285,34,39,56,27,32,57,2
352,150,32,40,53,27,29,60,2
341,139,31,39,46,26,29,55,2
320,131,32,42,67,35,29,59,2
308,117,33,41,71,37,29,56,2
341,98,33,41,71,34,28,54,2
263,100,33,38,72,31,28,46,2
286,103,33,34,65,30,29,57,2
280,167,33,50,62,24,26,52,2
337,174,35,51,59,25,27,59,2
319,181,33,51,58,27,27,58,2
315,179,32,52,58,28,26,58,2
323,181,33,53,63,29,29,52,2
359,145,32,38,54,29,30,53,2
343,182,31,46,56,27,28,53,2
334,178,34,47,57,28,29,54,2
348,186,35,45,56,29,33,54,2
345,188,38,45,50,29,32,54,2
376,183,40,43,49,27,30,56,2
351,144,38,49,43,27,31,48,2
332,136,34,50,55,28,29,46,2
308,128,33,52,55,27,24,45,2
306,115,33,54,54,26,23,50,2
221,192,27,51,48,25,23,51,2
231,195,28,47,57,26,23,54,2
274,201,29,46,46,25,22,57,2
286,200,27,47,44,24,24,62,2
274,203,25,44,44,25,23,55,2
282,130,26,46,46,29,27,50,2
290,171,24,50,45,29,26,49,2
270,166,25,48,65,31,30,51,2
302,167,29,50,67,33,31,49,2
291,164,30,49,73,33,32,48,2
278,156,31,46,72,33,31,47,2
324,112,34,46,67,33,33,48,2
360,106,34,47,50,31,30,52,2
343,102,34,45,48,30,31,52,2
364,102,34,45,38,31,31,55,2
371,217,34,45,33,26,29,55,2
331,222,33,37,44,29,28,54,2
338,228,31,38,65,33,29,61,2
348,234,28,37,66,31,29,63,2
320,235,30,42,67,31,28,61,2
415,155,33,51,74,36,31,64,2
410,139,31,50,78,36,31,64,2
382,127,31,50,62,31,31,49,2
404,119,33,51,61,38,29,49,2
412,133,38,64,67,38,29,52,2
315,176,34,59,60,34,26,49,2
316,179,34,56,44,33,26,48,2
334,188,36,55,43,34,28,55,2
296,188,34,61,54,26,27,56,2
298,177,31,52,48,26,27,57,2
356,115,33,50,58,29,27,66,2
341,108,32,49,61,28,26,65,2
309,87,32,58,63,31,25,63,2
320,91,35,59,52,31,25,62,2
326,94,32,50,50,31,26,61,2
301,82,35,54,36,29,25,52,2
314,102,35,67,45,26,26,53,2
341,107,34,59,56,23,29,53,2
362,104,32,52,58,23,29,59,2
366,103,35,59,58,22,27,59,2
347,131,36,57,61,23,27,59,2
366,119,38,44,62,26,29,60,2
336,115,39,44,51,28,27,58,2
281,112,38,44,52,29,26,48,2
276,132,36,38,50,29,27,46,2
271,104,31,37,59,32,30,46,2
236,100,33,41,52,31,26,45,2
251,107,33,45,52,30,26,42,2
260,122,36,56,50,30,27,43,2
253,105,37,55,51,31,28,44,2
250,107,39,59,36,27,28,51,2
258,118,35,54,54,31,29,50,2
235,116,36,63,53,31,28,51,2
232,102,34,53,53,30,28,47,2
233,95,32,51,53,29,27,46,2
225,90,29,49,53,31,28,37,2
207,74,29,49,47,28,26,38,2
203,86,27,35,49,27,28,38,2
194,80,29,43,49,27,28,41,2
166,77,27,42,50,26,28,39,2
168,75,27,39,51,22,25,41,2
168,75,28,38,33,23,27,46,2
173,51,27,37,33,23,24,50,2
187,55,28,31,31,25,26,48,2
227,52,28,41,27,24,26,49,2
235,54,27,39,25,26,26,51,2
247,53,29,42,27,23,28,46,2
245,60,29,41,25,26,31,47,2
247,70,26,39,25,25,30,48,2
239,74,25,32,42,29,30,49,2
224,80,27,48,45,30,31,53,2
229,82,25,46,52,33,30,51,2
243,79,27,47,54,33,31,51,2
245,68,28,47,64,35,31,50,2
213,67,34,56,56,32,32,49,2
389,104,38,52,54,29,32,54,2
395,110,40,53,48,29,33,57,2
391,110,40,53,46,28,28,53,2
424,115,42,56,31,25,30,56,2
448,115,37,54,40,26,28,56,2
318,78,33,45,40,26,28,45,2
305,72,30,48,39,25,25,45,2
375,102,30,50,39,27,27,56,2
360,100,27,55,41,28,27,63,2
339,101,28,47,29,26,27,62,2
366,101,27,49,58,29,25,62,2
393,96,33,50,60,29,27,62,2
383,78,34,49,63,29,27,62,2
396,86,34,50,62,29,26,56,2
408,81,33,50,63,29,25,55,2
395,87,34,51,55,30,27,56,2
374,95,30,48,60,31,27,62,2
321,92,35,54,57,27,29,53,2
284,81,35,45,58,27,30,50,2
257,82,35,44,58,29,31,53,2
246,76,35,44,45,26,33,49,2
243,77,33,57,36,26,31,41,2
239,77,30,55,47,30,29,37,2
221,79,33,59,50,31,28,39,2
233,78,32,59,50,32,27,35,2
198,77,32,57,48,31,26,37,2
210,76,32,44,47,29,26,40,2
247,71,30,50,37,25,26,42,2
258,93,30,49,31,22,25,41,2
258,97,30,49,47,24,26,45,2
267,98,33,49,50,26,24,45,2
280,103,33,49,50,26,23,44,2
260,102,30,38,49,28,25,44,2
286,98,29,50,49,29,24,51,2
296,97,29,50,34,26,26,49,2
321,98,28,54,29,27,26,47,2
293,85,29,56,29,29,27,45,2
370,88,29,57,27,27,27,50,2
376,71,31,52,28,28,27,45,2
387,76,29,50,29,27,27,51,2
366,77,30,46,40,30,28,51,2
390,78,29,46,40,29,27,52,2
312,70,30,57,42,32,28,46,2
270,68,27,48,42,31,28,47,2
229,60,28,50,42,31,27,47,2
242,63,29,49,46,26,26,47,2
225,67,31,48,48,26,26,47,2
205,66,32,48,47,22,24,46,2
218,62,31,49,47,22,24,41,2
278,61,32,49,57,25,23,40,2
277,62,30,51,46,24,23,40,2
268,63,30,53,46,27,24,40,2
312,66,30,44,46,27,22,41,2
312,67,35,56,46,27,25,42,2
268,67,33,57,31,25,27,36,2
256,58,33,56,31,24,27,37,2
273,50,33,53,29,24,26,39,2
232,55,30,47,28,26,27,39,2
245,58,26,41,25,25,24,42,2
278,61,29,40,24,23,22,44,2
285,63,28,40,24,24,22,43,2
276,67,29,41,23,24,21,46,2
280,65,32,40,23,24,20,48,2
269,68,33,29,24,26,23,45,2
258,68,31,29,26,28,25,52,2
264,82,32,31,25,29,25,56,2
261,83,35,53,28,28,27,52,2
309,82,31,54,28,29,27,54,2
333,82,30,56,29,27,27,58,2
319,80,29,56,29,26,25,57,2
337,89,30,55,28,27,27,55,2
372,86,30,50,30,27,27,54,2
328,86,31,49,31,24,26,50,2
337,85,31,47,32,24,26,49,2
325,85,33,46,31,22,27,40,2
289,61,31,46,33,23,24,39,2
287,64,28,42,29,23,22,48,2
288,62,29,48,28,24,26,49,2
256,55,27,47,24,25,23,44,2
272,55,26,47,26,25,22,47,2
331,75,29,50,25,25,23,52,2
281,82,29,39,29,24,28,49,2
272,83,27,37,29,26,27,47,2
271,85,31,50,29,26,28,49,2
292,86,31,51,27,27,28,49,2
235,72,29,47,28,25,28,44,1
252,64,30,48,26,24,23,46,1
281,66,30,47,26,22,21,51,1
308,76,27,32,27,22,22,51,1
277,76,28,32,29,22,22,48,1
299,72,26,46,29,25,22,56,1
324,69,27,47,27,29,24,55,1
314,64,29,46,25,29,24,50,1
275,51,29,48,26,30,24,49,1
288,64,26,50,25,29,25,49,1
302,73,28,37,25,29,24,40,1
261,75,28,52,29,29,25,36,1
254,79,28,52,30,29,25,40,1
283,80,28,51,28,27,23,41,1
279,71,29,49,30,29,23,42,1
227,65,31,54,29,27,25,41,1
217,61,30,59,28,23,25,40,1
283,60,32,63,28,21,25,50,1
297,65,33,64,28,24,27,50,1
341,98,32,73,28,25,30,63,1
371,198,60,72,54,28,29,66,1
397,209,74,60,67,32,31,69,1
358,216,161,74,76,39,33,62,1
322,230,250,129,102,52,34,62,1
271,247,384,166,114,66,37,54,1
250,236,543,208,136,113,39,59,1
233,249,724,219,348,165,45,79,1
338,271,729,236,520,213,51,90,1
360,398,841,300,532,221,59,114,1
408,427,922,302,532,225,70,203,1
477,445,868,329,538,211,100,294,1
484,450,781,365,454,188,163,498,1
442,465,819,365,353,182,166,520,1
548,420,792,382,399,204,164,525,1
543,389,730,382,432,261,213,557,1
545,544,872,429,442,264,239,640,1
582,616,939,427,445,268,293,677,1
573,686,1104,662,497,248,370,814,1
552,858,1193,729,578,241,440,948,1
532,984,1251,768,722,193,454,1027,1
507,1029,1222,751,756,221,460,1083,1
485,1072,1293,827,816,212,422,1082,1
489,1152,1170,676,830,271,374,1043,1
431,1103,1101,580,780,303,346,1002,1
428,1059,1225,699,811,316,307,924,1
392,988,1218,853,869,314,289,855,1
357,950,1192,816,955,337,293,857,1
341,857,1417,836,983,309,294,829,1
295,766,1467,874,1047,299,319,925,1
309,700,1336,795,992,298,329,987,1
295,643,1335,644,934,292,322,966,1
282,624,1306,628,882,327,328,971,1
298,541,1111,580,778,315,337,965,1
276,541,1007,521,732,288,288,950,1
245,504,985,468,648,275,273,914,1
251,514,1069,512,723,279,279,919,1
307,450,1046,462,640,223,326,924,1
315,461,1073,476,657,218,327,954,1
319,478,1153,501,633,231,297,805,1
321,485,1123,505,633,228,329,836,1
435,426,1052,401,521,206,335,867,1
414,421,1057,393,464,188,263,746,1
387,391,970,414,495,191,226,723,1
384,388,871,406,479,172,234,790,1
381,390,1041,404,526,178,214,789,1
268,408,1000,465,511,190,214,779,1
241,430,938,482,578,197,222,827,1
240,458,1032,504,525,190,265,861,1
265,420,1047,510,518,209,284,985,1
279,418,1033,510,473,191,262,912,1
242,462,1111,463,524,193,250,921,1
256,446,1128,456,572,183,246,911,1
281,401,1029,393,569,192,247,952,1
260,372,1057,361,617,168,223,795,1
285,423,1070,361,612,169,239,831,1
289,381,1039,355,577,155,247,782,1
294,385,1072,383,477,176,249,751,1
275,394,1138,456,529,189,213,725,1
289,415,1189,558,633,201,244,871,1
274,367,1090,549,647,204,255,872,1
290,361,1100,558,729,212,242,846,1
278,338,1069,547,840,214,245,882,1
272,329,1041,496,855,197,245,827,1
258,286,952,366,716,200,220,667,1
227,333,920,337,741,215,199,660,1
194,330,900,295,653,211,218,754,1
191,315,967,279,484,196,250,772,1
190,315,1024,318,495,190,239,714,1
172,323,992,326,516,184,224,670,1
190,237,1019,325,461,169,229,753,1
200,214,970,337,523,165,245,697,1
184,211,892,322,542,170,215,645,1
181,204,840,315,499,164,213,695,1
208,209,905,301,492,150,225,705,1
202,230,878,295,511,163,227,655,1
177,228,842,292,473,190,183,609,1
201,242,870,295,532,191,172,579,1
204,248,839,276,563,209,188,599,1
185,242,817,281,551,211,177,591,1
173,222,929,273,595,196,153,509,1
178,204,1001,270,581,168,147,510,1
160,184,947,278,510,152,151,571,1
164,171,939,243,474,129,136,523,1
158,151,892,224,467,124,125,516,1
147,156,858,234,373,118,120,546,1
151,181,868,271,395,106,138,579,1
155,190,1003,268,391,96,139,579,1
137,189,991,270,357,87,137,577,1
136,208,1047,304,344,86,162,642,1
162,204,945,302,319,86,173,635,1
178,197,907,303,371,97,170,639,1
167,185,841,314,373,111,154,617,1
176,196,1010,356,386,136,169,628,1
193,187,1007,338,413,153,173,647,1
190,181,1051,342,491,169,169,669,1
180,176,1059,320,529,169,164,640,1
208,181,1053,320,575,172,171,605,1
214,181,927,325,685,176,157,590,1
227,180,914,331,700,169,149,594,1
261,180,1017,331,708,155,164,637,1
271,178,1057,342,667,200,187,696,1
282,185,1015,362,678,211,197,809,1
314,205,1001,322,574,201,242,875,1
293,205,995,374,713,213,243,853,1
264,207,909,432,725,242,252,916,1
278,205,945,419,752,214,270,971,1
253,243,1055,423,732,214,317,975,1
225,242,1150,500,820,268,305,978,1
239,261,1272,559,722,257,300,950,1
246,274,1316,554,718,245,292,867,1
254,273,1265,554,670,236,258,786,1
251,229,1228,532,717,222,181,659,1
227,222,1197,499,681,152,141,526,1
248,199,1088,378,649,171,208,618,1
237,194,1038,335,618,143,215,626,1
197,189,988,345,629,142,224,622,1
199,192,992,356,623,141,226,627,1
213,175,928,290,544,141,221,637,1
182,176,938,335,595,123,159,562,1
187,152,887,320,561,133,145,483,1
182,150,901,306,566,131,122,419,1
172,158,810,324,647,134,116,424,1
151,151,756,312,621,129,154,528,1
145,139,676,289,604,118,153,555,1
134,135,746,337,666,120,160,659,1
138,139,806,351,673,135,161,653,1
159,141,826,329,588,156,184,703,1
173,157,853,330,586,156,169,685,1
180,150,844,323,620,159,175,667,1
169,153,800,306,560,150,153,551,1
178,143,759,322,566,153,217,738,1
180,137,885,300,524,126,217,757,1
181,124,867,311,624,132,229,823,1
170,150,909,384,682,202,223,794,1
194,156,981,413,788,252,243,900,1
203,175,955,416,931,268,201,813,1
180,185,821,425,997,290,198,768,1
169,193,824,493,1056,324,185,665,1
234,176,795,457,1048,289,259,800,1
239,176,817,435,1018,255,244,734,1
227,171,858,462,983,307,250,727,1
248,180,929,611,936,303,253,740,1
276,182,975,609,910,306,320,904,1
235,191,1093,681,911,324,313,934,1
236,200,1092,711,955,331,325,946,1
257,237,1238,747,876,292,331,972,1
273,234,1262,672,890,318,370,1035,1
257,254,1308,690,803,312,328,925,1
251,298,1259,628,782,374,314,868,1
238,322,1236,614,689,431,313,929,1
235,309,1139,565,705,439,330,965,1
206,303,1096,517,676,429,280,892,1
191,314,1095,483,691,421,259,843,1
220,305,1054,520,721,381,258,834,1
236,329,993,520,692,315,339,905,1
243,399,991,543,679,302,375,893,1
247,407,999,565,782,279,382,928,1
271,410,994,574,774,256,430,1045,1
282,405,999,540,743,218,478,1085,1
273,380,1046,565,838,207,426,947,1
266,353,1167,598,824,241,383,867,1
262,375,1336,618,713,294,422,892,1
251,357,1296,627,682,293,399,912,1
212,340,1296,608,672,291,317,791,1
201,343,1293,556,655,288,303,804,1
184,291,1233,484,651,230,352,952,1
174,290,1102,446,668,173,321,927,1
160,309,1084,398,731,186,318,856,1
169,322,1086,445,751,182,329,919,1
182,305,1025,469,692,184,334,911,1
204,305,991,459,662,192,267,884,1
214,307,962,509,678,179,226,839,1
224,312,1002,530,686,179,185,830,1
228,316,988,502,609,170,165,842,1
272,310,1020,485,581,164,178,876,1
253,327,966,498,626,167,175,724,1
262,303,1019,484,604,192,246,803,1
261,301,1055,460,584,178,272,854,1
246,318,1061,481,577,172,267,786,1
183,378,1119,529,591,191,263,742,1
193,356,1187,543,529,187,263,815,1
216,381,1107,494,472,154,250,821,1
222,354,1004,473,392,158,231,798,1
229,344,1061,447,368,158,236,823,1
244,303,1016,415,483,148,221,810,1
254,315,898,376,506,135,228,865,1
223,278,1055,423,527,140,192,821,1
216,293,1154,467,581,161,176,704,1
224,270,1075,467,577,173,199,711,1
276,285,1088,456,536,187,263,880,1
283,307,1107,459,537,186,269,817,1
280,415,994,467,615,186,258,769,1
271,424,1017,490,598,190,260,771,1
274,446,1041,497,668,231,326,822,1
206,422,1082,496,616,247,381,661,1
169,412,1196,535,639,286,417,579,1
174,373,1244,580,572,318,495,830,1
201,356,1139,529,564,317,549,945,1
170,323,1098,526,602,285,508,888,1
171,326,1032,529,588,256,440,875,1
174,310,1013,514,623,222,409,933,1
193,262,1034,479,647,185,343,874,1
209,314,1103,524,760,171,303,805,1
226,348,1230,517,682,193,320,773,1
249,354,1260,510,785,207,359,883,1
262,373,1171,477,766,214,373,893,1
248,368,1121,429,788,219,398,851,1
211,326,1117,405,678,232,376,819,1
205,304,1033,448,746,233,368,879,1
186,318,1046,449,651,245,359,818,1
176,322,1165,532,644,255,344,772,1
165,307,1118,543,575,242,302,674,1
167,296,1134,622,627,232,287,668,1
155,277,1098,605,601,227,304,666,1
150,242,1006,587,567,194,274,587,1
129,230,853,531,602,184,267,538,1
128,236,794,500,612,186,236,512,1
115,231,705,362,530,177,235,524,1
114,231,743,317,456,196,222,466,1
97,234,835,299,548,210,211,443,1
99,217,888,262,483,206,207,483,1
102,216,899,265,453,209,218,523,1
133,223,972,238,527,210,207,489,1
132,226,959,272,630,181,157,417,1
141,241,923,326,634,185,163,497,1
137,236,928,326,647,165,170,515,1
142,200,1077,358,709,152,167,474,1
117,188,1047,377,689,156,157,449,1
113,188,1031,345,631,156,159,455,1
121,159,1045,314,600,166,171,547,1
113,137,975,292,569,167,143,557,1
98,135,851,252,548,178,135,541,1
93,135,792,241,566,174,148,537,1
106,154,862,254,536,177,162,614,1
105,146,821,247,509,153,144,479,1
109,145,904,254,523,170,156,407,1
122,138,902,256,508,171,157,484,2
134,133,939,280,505,175,176,584,2
119,113,965,262,519,163,167,500,2
112,122,1016,298,544,191,208,535,2
115,122,967,294,619,186,233,563,2
117,140,1000,310,701,176,259,569,2
105,142,958,275,692,201,242,468,2
111,146,920,310,743,213,243,479,2
105,149,877,279,730,188,245,432,2
120,142,841,347,678,188,237,508,2
111,147,850,355,604,187,211,473,2
119,150,822,365,565,158,209,476,2
128,154,794,347,483,141,212,480,2
122,146,780,330,444,256,160,484,2
99,146,745,293,444,323,127,356,2
91,132,591,253,406,331,116,274,2
175,176,577,237,390,347,139,259,2
551,327,444,242,353,368,156,224,2
690,613,362,310,371,483,201,221,2
845,848,319,324,304,493,200,220,2
962,919,283,551,250,536,236,249,2
989,985,240,674,270,550,253,268,2
1060,1143,276,715,252,569,294,295,2
1122,1147,288,768,238,452,304,328,2
1142,1033,319,959,218,405,311,328,2
1120,988,314,865,216,398,289,312,2
1215,965,301,782,170,363,264,303,2
1119,836,265,745,157,314,201,269,2
1006,714,205,668,109,272,134,185,2
872,655,132,296,93,251,104,156,2
887,655,114,244,61,126,84,154,2
895,588,94,191,52,118,76,145,2
828,419,73,152,52,100,63,128,2
798,317,67,139,63,87,65,134,2
913,313,68,126,68,73,65,181,2
921,260,77,181,73,113,73,186,2
774,240,74,188,75,129,74,182,2
783,228,71,195,108,129,79,182,2
837,222,76,179,100,129,77,183,2
762,218,77,180,98,128,79,146,2
633,204,68,121,94,92,73,132,2
587,190,63,111,94,79,68,125,2
535,166,60,90,46,80,60,131,2
516,160,48,77,41,82,56,124,2
456,131,43,66,40,81,70,125,2
440,133,40,50,40,85,81,123,2
451,141,41,42,40,79,81,124,2
431,139,42,39,40,73,80,119,2
348,104,43,39,42,67,77,101,2
352,99,42,41,43,66,60,92,2
377,99,38,41,42,68,40,91,2
394,92,40,50,34,58,38,85,2
433,108,39,54,48,59,35,74,2
462,109,42,57,48,59,38,76,2
492,124,45,57,47,61,42,69,2
498,135,52,56,47,52,44,73,2
473,131,49,50,49,52,45,72,2
447,121,49,50,33,45,46,67,2
526,130,44,51,36,39,41,85,2
467,113,42,48,35,36,37,85,2
457,103,33,55,36,32,33,80,2
473,105,34,53,35,37,31,84,2
453,102,32,49,34,38,31,87,2
326,92,32,48,37,39,29,73,2
331,97,33,62,48,40,27,71,2
304,93,33,55,48,43,29,71,2
313,110,34,53,48,50,29,71,2
303,117,36,63,55,50,28,67,2
274,109,38,62,51,49,27,53,2
313,102,36,48,41,51,27,56,2
345,111,41,55,39,48,29,63,2
325,92,41,61,44,38,28,60,2
328,82,42,50,46,39,28,62,2
341,84,44,50,46,37,30,62,2
291,83,45,58,50,36,33,57,2
280,73,41,53,52,43,33,51,2
299,75,40,44,53,55,34,50,2
354,84,38,53,52,57,34,44,2
338,77,34,52,52,60,33,43,2
341,76,33,43,50,59,28,46,2
375,70,30,43,53,58,27,54,2
352,71,33,48,54,47,27,53,2
301,60,34,40,63,45,27,53,2
311,70,40,44,64,49,32,63,2
307,66,39,53,64,47,31,64,2
264,69,42,54,62,46,31,63,2
289,69,38,49,59,45,30,64,2
286,67,36,47,48,42,33,67,2
284,59,30,56,46,36,28,60,2
301,57,31,46,47,36,30,53,2
311,58,29,47,49,34,29,45,2
325,54,30,48,48,33,27,44,2
342,57,31,59,40,38,24,56,2
352,61,32,48,65,46,27,59,2
405,67,31,48,66,48,24,68,2
395,64,29,48,65,45,23,69,2
396,67,35,54,66,51,26,71,2
385,64,37,40,72,51,27,62,2
381,59,36,39,51,43,26,60,2
302,54,37,40,49,42,30,53,2
272,59,37,45,60,43,31,51,2
224,57,33,44,61,38,32,54,2
228,60,30,45,53,35,34,55,2
215,61,30,45,53,35,32,51,2
192,57,29,48,53,34,30,48,2
245,55,28,50,43,32,29,51,2
322,56,28,50,51,34,28,47,2
305,52,29,53,50,29,26,43,2
307,50,31,54,52,29,29,44,2
308,49,30,53,55,31,30,44,2
304,45,34,56,52,41,30,50,2
231,47,35,52,43,42,29,50,2
231,49,33,47,44,43,31,52,2
269,60,34,64,63,46,30,54,2
275,61,35,64,62,47,31,54,2
257,60,32,56,61,37,30,50,2
286,68,31,55,64,35,29,51,2
291,72,33,59,67,36,29,51,2
259,76,34,52,47,32,29,51,2
267,79,34,50,46,28,31,58,2
284,82,34,50,52,31,33,61,2
307,81,34,56,50,30,37,61,2
330,79,34,53,45,30,36,60,2
333,68,30,44,44,29,36,60,2
317,64,29,47,43,30,34,53,2
303,63,27,53,41,28,31,50,2
261,57,30,49,39,30,31,45,2
260,62,34,54,40,29,30,45,2
257,62,32,59,46,29,30,46,2
283,64,32,59,50,29,29,48,2
275,60,33,53,49,32,34,43,2
306,56,30,52,49,29,29,46,2
293,56,26,57,49,29,30,45,2
282,54,27,51,51,31,30,43,2
263,57,31,48,46,31,28,44,2
263,58,30,58,42,30,24,43,2
245,58,30,57,41,29,26,41,2
269,57,31,47,40,30,26,43,2
312,62,32,45,37,30,28,46,2
325,57,30,54,46,34,31,43,2
359,63,30,44,47,32,31,43,2
328,61,30,45,48,33,30,43,2
329,52,29,44,54,32,29,40,2
302,51,29,52,51,30,27,39,2
289,53,30,44,54,28,28,41,2
256,47,29,42,57,29,28,39,2
306,51,29,41,55,31,28,43,2
301,59,30,49,51,31,29,44,2
340,64,30,42,50,30,32,60,2
343,68,30,47,39,30,34,64,2
340,68,31,47,39,32,33,65,2
313,65,31,60,51,30,33,63,2
319,63,31,58,54,31,32,63,2
343,62,33,60,63,32,28,53,2
378,66,32,64,62,33,27,54,2
383,68,31,63,60,29,25,55,2
377,73,33,52,57,33,25,53,2
358,71,32,48,56,32,26,52,2
320,68,31,53,46,33,25,46,2
272,59,33,46,47,32,25,38,2
267,58,33,47,50,36,30,37,2
284,53,32,47,46,33,33,39,2
298,50,32,55,52,36,31,39,2
264,48,30,47,53,36,33,40,2
266,52,30,46,53,36,34,41,2
286,55,29,48,52,34,28,40,2
281,57,30,54,50,35,27,46,2
283,58,28,46,47,37,30,46,2
296,60,31,51,51,37,27,45,2
325,60,29,50,50,34,28,44,2
293,56,31,57,49,34,28,48,2
337,52,30,54,50,32,28,42,2
331,54,31,53,61,28,26,46,2
319,60,29,58,57,27,31,45,2
285,65,28,58,59,30,30,45,2
314,70,29,53,66,31,29,44,2
258,69,28,53,67,31,31,43,2
228,66,27,52,51,30,30,38,2
225,56,29,53,61,34,27,39,2
240,45,27,53,60,30,27,40,2
209,38,27,51,50,29,27,37,2
186,44,26,47,48,30,26,40,2
207,56,28,51,50,29,25,40,2
220,63,29,49,78,33,25,39,2
206,63,30,49,78,32,27,37,2
204,66,29,49,78,34,27,39,2
296,69,29,50,85,33,26,36,2
292,63,26,52,86,34,25,41,2
277,57,28,45,57,27,26,40,2
283,61,28,43,62,28,26,40,2
314,62,27,40,61,29,28,36,2
260,58,29,51,52,28,27,40,2
314,60,30,43,53,29,30,39,2
